error_type,target,predicted
undergeneration,"""Plackmail!"" he declared violently.","""Packmail!"" he declared violently."
undergeneration,"""Not a thing,"" said Blaythwayt with a vigorous shake of his head.","""Not a thing,"" said Wright with a vigorous shake of his head."
undergeneration,"Certainly nobody disliked me to my face, whatever they may have thought."" ""Who was the bird you cut out?"" Blaythwayt wrinkled his brow.","Certainly nobody disliked me to my face, whatever they may have thought."" ""Who was the bird you cut out?"" Wright wrinkled his brow."
undergeneration,"""About this Triangle, though--seriously!"" he said later.","""Oh, though--seriously!"" he said later."
undergeneration,"Consequently, in order to be a successful criminal, all you have to do is to master the art of not leaving Clues.","Thus, in order to be a successful criminal, all you have to do is to master the art of not leaving clues."
undergeneration,"Oscar Raegenssen, waiting for the arrival of his luxurious Navarre cabriolet, saw a man whom he particularly wished to avoid sauntering down from Pall Mall.","Oscar Raegenssen, waiting for the arrival of his luxurious Naval Cabriolet, saw a man whom he particularly wished to avoid sauntering down from Pall Mall."
undergeneration,"He wrenched the wheel over to the right as he braked, and one wing just caught Raegenssen as the Hirondel skidded round.","He wrenched the wheel over to the right as he braked, and one wing just caught Raegenssen as the Richard skidded round."
undergeneration,"""Strictly between ourselves, Captain Arden, I know the secret of the Alpha Triangle."" He pushed away his plate and lighted a cigar.","""Largly between ourselves, Captain Arden, I know the secret of the Alpha Triangle."" He pushed away his plate and lighted a cigar."
undergeneration,"""You're the sort that would."" ""And that's not what they call 'sand,' either,"" said Storm, and his mocking smile flitted elusively across his lips.","""You're the sort that would."" ""And that's not what they call'sand,' either,"" said Storm, and his mocking smile flitted elusively across his lips."
undergeneration,"""I call that 'sand,'"" he said quietly.","""I call that'sand,'"" he said quietly."
undergeneration,"Probably you'll be killed; sometimes I'm sorry, sometimes it doesn't seem to matter.","Perhaps you'll be killed; sometimes I'm sorry, sometimes it doesn't seem to matter."
undergeneration,"Bulsaid, the man whom Sir John Marker beat at the Clayston bye-election in March, 1897.","Bulsaid, the man whom Sir John Mark beat at the Clayston bye-election in March, 1897."
undergeneration,"""Hugo Arden Bulsaid,"" said Storm slowly, ""the man who made Oscar Raegenssen, and who will break him; the man who'll kill me one day, if I don't kill him!"" ""So you know,"" breathed Hannassay.","""Hugo Ardenbulsaid,"" said Storm slowly, ""the man who made Oscar Raegenssen, and who will break him; the man who'll kill me one day, if I don't kill him!"" ""So you know,"" breathed Hannassay."
undergeneration,"into the bargain!"" He cast around for an excuse to ring up Susan, and, finding none, called her number and hoped that the Lord would provide.","In the bargain!"" He cast around for an excuse to ring up Susan, and, finding none, called her number and hoped that the Lord would provide."
undergeneration,Getting up so early to go out to breakfast spoilt my interest in the latest horrors other people have been suffering!,Get up so early to go out to breakfast spoilt my interest in the latest horrors other people have been suffering!
undergeneration,"I want fifty men at Moraine's in thirty minutes, and they've got to be armed!"" CHAPTER VII ROBBERY OVER ARMS ""The car's in Cannon Row,"" said Storm, and led the way down the stone stairs.","I want fifty men at Moraine's in thirty minutes, and they've got to be armed!"" Chapter IV robbery over arms ""the car's in Cannon row,"" said Storm, and led the way down the stone stairs."
undergeneration,Storm drove the car to Moraine's and affected a sublime indifference to the curious glances which followed the progress of the damaged relic of what had once been a glorious shining Hirondel.,Storm drove the car to Moraine's and affected a sublime indifference to the curious glances which followed the progress of the damaged relic of what had once been a glorious shining Richard.
undergeneration,"""Four hundred thousand pounds,"" said Storm.","""Quarante thousand pounds,"" said Storm."
undergeneration,"Carry on, Gat!"" Three of the men handed their bombs to their companions and moved towards the glass cases.","Carry on, Ga!"" Three of the men handed their bombs to their companions and moved towards the glass cases."
undergeneration,"""So long, Gat."" He had no fear of being attacked then, for obviously the gang would be unwilling to alarm the people outside if it could be avoided.","""So long, Ga."" He had no fear of being attacked then, for obviously the gang would be unwilling to alarm the people outside if it could be avoided."
undergeneration,"I saw them all go, and they looked too innocent to be wrong; besides, there'd been no alarm."" Storm started up the Hirondel and the journalist, without invitation, joined him.","I saw them all go, and they looked too innocent to be wrong; besides, there'd been no alarm."" Storm started up the Richard and the journalist, without invitation, joined him."
undergeneration,"AND WHEREAS it is expedient that these Terms shall be complied with without delay, we further announce that until the aforesaid notification of acceptance shall be received by us through the medium of the Daily Press, we shall at intervals of three days inclusive assassinate the undermentioned members of the Cabinet:-- Sir John Marker (Home Secretary).","And whereas it is expedient that these terms shall be complied with without delay, we further announce that until the aforesaid notification of acceptance shall be received by us through the medium of the daily press, we shall at intervals of three days inclusive assassinate the undermentioned members of the Cabinet:-- Sir John Mark (home secretary)."
undergeneration,Lester Hume Smith (Secretary for War) Lord Hannassay.,Lester Hume smith (secretary for war) Lordannassay.
undergeneration,"FURTHER BE IT KNOWN that the lives of those who set themselves to track down the Alpha Triangle are forfeit, and this sentence will be first carried out upon the persons of Captain Christopher Arden and Inspector Claud Eustace Teal.","Further be it known that the lives of those who set themselves to track down the Alpha Triangle are forfeit, and this sentence will be first carried out upon the persons of Captain Christopher Arden and Inspector Claud Eugene Teal."
undergeneration,"Led berbarations pe mate."" ""Certainly, sir,"" said Joe Blaythwayt briskly, and made a note on his pad.","led berbarations Pe mate."" ""Sir,"" said Joe Blaythwayt briskly, and made a note on his pad."
undergeneration,Your tiggets!,Your Tigers!
undergeneration,"Into this he poured a viscid liquid from a rubber bottle, which he handled gingerly.","In this he poured a viscid liquid from a rubber bottle, which he handled gingerly."
undergeneration,"Their eyes met over the blue-black gleam of their weapons--Storm's glinting metallically over his improvised mask, Snooper's blue ones cold and level.","Their eyes met over the blue-black gleam of their weapons--Stay's glinting metallically over his improvised mask, Skooper's blue ones cold and level."
undergeneration,"""An automatic's quicker than an uncocked revolver.","""A automatic's quicker than an uncocked revolver."
undergeneration,taking the bread out of the poor burglar's mouth....,Take the bread out of the poor burglar's mouth....
undergeneration,"""Hullo, Kit,"" said Susan calmly, When he had disposed of the police Raegenssen collected the papers from his safe and studied each one of them closely.","""Roso, Kit,"" said Susan calmly, when he had disposed of the police Raegenssen collected the papers from his safe and studied each one of them closely."
undergeneration,"Almost certainly his study would be the goal of this new trespasser, he decided, and passed over the heavy carpet without sound.","Fast certainly his study would be the goal of this new trespasser, he decided, and passed over the heavy carpet without sound."
undergeneration,"He wanted to know the reason for Snooper Brome's appearance in the home of Oscar Raegenssen, and he wanted to know what the hurriedly lowered blind in an upstairs room had hidden from him, but it was typical of the man that he accepted Susan's arrival as though it were the most natural thing in the world.","He wanted to know the reason for Snooper Brome's appearance in the home of Oscar Raegenssen, and he wanted to know what the hurriedly lowered blind in an upstairs room had hidden from him, but it was typical of the man that he accepted San's arrival as though it were the most natural thing in the world."
undergeneration,"""An air of mystery surrounds the two attempts to burgle the house of Mr.","""A air of mystery surrounds the two attempts to burgle the house of Mr."
undergeneration,"Stopping only to pull on a dressing-gown, Mr.","Stop only to pull on a dressing-gown, Mr."
undergeneration,Fifteen love.,15 love.
undergeneration,"""You suspect Raegenssen of having some connection with the Alpha Triangle?"" suggested Smethurst.","""You suspect Raegenssen of having some connection with the Alpha Triangle?"" suggested St."
undergeneration,"But, at the instance of the late Lord Hannassay, and with the consent of Sir John Marker, I was given carte blanche in this case, and you must continue that support."" ""_Must_ is a strong word, Captain Arden,"" said the Home Secretary mildly.","But, at the instance of the late Lordannassay, and with the consent of Sir John Mark, I was given carte blanche in this case, and you must continue that support."" ""_Must_ is a strong word, Captain Arden,"" said the home secretary mildly."
undergeneration,"""P-please make yourself p-p-plain,"" stammered Smethurst harshly.","""P-please make yourself p-p-plain,"" stammered St."
undergeneration,"It seemed to have temporarily hypnotised all but two of them--Bill Kennedy--who was leaning back in his chair with a grin of pure delight on his ugly face, and Sir John Marker, who was tapping his teeth reflectively with a pencil and apparently considering Storm's proposition as seriously as he would have considered a question in the House.","It seemed to have temporarily hypnotised all but two of them--Bill Kendy--who was leaning back in his chair with a grin of pure delight on his ugly face, and Sir John Mark, who was tapping his teeth reflectively with a pencil and apparently considering Storm's proposition as seriously as he would have considered a question in the house."
undergeneration,"Blaythwayt, manager of the Lombard Street City and Continental; Mattock, a convict on licence employed by Raegenssen; and Miss Hawthorne, Lord Hannassay's secretary.","Blaythwayt, manager of the London Street City and Continental; Mattock, a convict on licence employed by Raegenssen; and Miss Hawthorne, Lordannassay's secretary."
undergeneration,"The solid fact,"" he said, watching them with a glimmer of amusement in his eyes, ""is that one is always interested in a saw-mill which has recently received a consignment of machinery and materials that have nothing whatever to do with the sawing of wood!"" ""Do we have to play at Sexton Blake when there aren't any reporters with us?"" drawled Bill Kennedy.","The solid fact,"" he said, watching them with a glimmer of amusement in his eyes, ""is that one is always interested in a saw-mill which has recently received a consignment of machinery and materials that have nothing whatever to do with the sawing of wood!"" ""Do we have to play at Sexton Blake when there aren't any reporters with us?"" Drawled Bill Kendy."
undergeneration,"Marker remained aloof, taking no part in the discussion, but listening shrewdly to what his neighbours had to say.","Mark remained aloof, taking no part in the discussion, but listening shrewdly to what his neighbours had to say."
undergeneration,"In a fortnight the Triangle will have ceased to be--I can guarantee that..."" He paused, while Bill Kennedy and the for-once-completely-awake Mr.","In a fortnight the Triangle will have ceased to be--I can guarantee that..."" He paused, while Bill Kendy and the for-once-completely-awake Mr."
undergeneration,"They were absent for fully half an hour, during which time Bill Kennedy appeared to go to sleep and Inspector Teal stolidly shook his head and refused to answer the questions that were showered upon him.","They were absent for fully half an hour, during which time Bill Kendy appeared to go to sleep and Inspector Teal stolidly shook his head and refused to answer the questions that were showered upon him."
undergeneration,"There was an eerie chill in the air, born of Sir John Marker's ghostly pallor, that would have shaken less matter-of-fact men.","There was an eerie chill in the air, born of Sir John Mark's ghostly pallor, that would have shaken less matter-of-fact men."
undergeneration,"They broke up into little groups which converged on the placid Storm and the now weary Teal, while Sir Brodie Smethurst escorted the Home Secretary from the room.","They broke up into little groups which converged on the placid storm and the now weary teal, while Sir brodie Hughes escorted the home secretary from the room."
undergeneration,Joan took her seat and poured herself out some coffee.,Joe took her seat and poured herself out some coffee.
undergeneration,"""What is it, Jimmy?"" she prompted.","""What is it, Jim?"" she prompted."
undergeneration,"""I wish--I wish you'd drop it, Jimmy."" ""You wouldn't have this flat, then,"" he said innocently.","""I wish--I wish you'd drop it, Jim."" ""You wouldn't have this flat, then,"" he said innocently."
undergeneration,"Cheer up, Joan."" He kissed her--not perfunctorily now, but with all the frustrated longing of his heart.","cheer up, Joe."" He kissed her--not perfunctorily now, but with all the frustrated longing of his heart."
undergeneration,"""Der bolice are fools!","""Der Bolce are fools!"
undergeneration,"""You'd better come along, then."" Bill Kennedy led the way to the waiting taxi, Teal following obediently, and it was not until they were turning out into the Embankment that the Commissioner explained.","""You'd better come along, then."" Bill Kendy led the way to the waiting taxi, Teal following obediently, and it was not until they were turning out into the embankment that the commissioner explained."
undergeneration,"I should say it was either the Navarre or the Hirondel--they were nearest when I looked round."" ""Did you get any numbers?"" asked Kennedy.","I should say it was either the Navarre or the hirondel--they were nearest when I looked round."" ""Do you get any numbers?"" asked Kennedy."
undergeneration,ZY-something.,Z-something.
undergeneration,"It was the last car of the three, and they all raced into Cromwell Road, so that's the only number I got a glimpse of."" Kennedy dismissed the man and glanced at Teal.","It was the last car of the three, and they all raced into Cromwell Road, so that's the only number I got a glimpse of."" Kendy dismissed the man and glanced at Teal."
undergeneration,"""Your business!"" Bill Kennedy took his cigar-case from his pocket and offered it.","""Your business!"" Bill Kendy took his cigar-case from his pocket and offered it."
undergeneration,"They talked on odd subjects, and it was just before they received their report that Bill Kennedy opened up a new line of thought to Mr.","They talked on odd subjects, and it was just before they received their report that Bill Kendy opened up a new line of thought to Mr."
undergeneration,"Marker was a healthy man in good condition, and stood as much chance of pulling round as anyone.","Mark was a healthy man in good condition, and stood as much chance of pulling round as anyone."
undergeneration,"""Well, that's a relief,"" Kennedy said as they returned to the street.","""Well, that's a relief,"" Kendy said as they returned to the street."
undergeneration,"Morini must have been rattled--according to Captain Arden, that dago's one of the slickest gunmen in the world."" Towards eight o'clock that evening, when Storm had failed to put in his promised appearance, Inspector Teal huddled into his mackintosh and set out to walk down the Embankment towards the restaurant in New Bridge Street where he occasionally fed.","Morini must have been rattled--according to Captain Arden, that Dago's one of the slickest gunmen in the world."" At eight o'clock that evening, when Storm had failed to put in his promised appearance, Inspector Teal huddled into his mackintosh and set out to walk down the embankment towards the restaurant in New Bridge Street where he occasionally fed."
undergeneration,"""We have done eighty yards,"" said Torino.","""We have done eighty yards,"" said Tom."
undergeneration,"To-night we finish."" ""There's been no difficulty?"" ""None, _signor_.","To-night we finish."" ""There's been no difficulty?"" ""No, _signor_."
undergeneration,"""_Nein, Herr._"" ""The dynamo runs well?"" ""_Recht wohl, Herr._"" ""_Sehr gut!_"" Accompanied by Torino, he retraced his steps laboriously, for the tunnel had a distinct upward gradient from the point where the engine was working.","""_Nein, herr._"" ""The dynamo runs well?"" ""_recht wohl, herr._"" ""_Sehr gut!_"" accompanied by Tom, he retraced his steps laboriously, for the tunnel had a distinct upward gradient from the point where the engine was working."
undergeneration,"He started gunning from the wreckage--plumb in the middle of West Cromwell Road--but we were round the next corner too quick for him."" He spoke without Mecklen's nasal twang, for ""Gat"" Morini had once been a gentleman--notwithstanding which fact he was infinitely the more dangerous of the two.","He started gunning from the wreckage--plumb in the middle of West Cromwell Road--but we were round the next corner too quick for him."" He spoke without Mecklen's nasal twang, for ""G"" Morini had once been a gentleman--notwithstanding which fact he was infinitely the more dangerous of the two."
undergeneration,"CHAPTER XII TOURS IN BILLINGSGATE Respectable young ladies of gentle nurture do not as a rule haunt the obscure purlieus which lie east of London Bridge, down towards the river, at one o'clock in the morning; but then, although Susan Hawthorne might have pleaded guilty to the gentle nurture part of the clause, it is doubtful whether she would have admitted her respectability.","Chapter XII tours in Billsgate respectable young ladies of gentle nurture do not as a rule haunt the obscure Purlieus which lie east of London Bridge, down towards the River, at one o'clock in the morning; but then, although Susan Hawthorne might have pleaded guilty to the gentle nurture part of the clause, it is doubtful whether she would have admitted her respectability."
undergeneration,"Storm had rambled on unsuspectingly about the mysterious warehouse in Billingsgate, and Uncle Joe had spoken sombrely of the mysterious Mr.","Storm had rambled on unsuspectingly about the mysterious warehouse in Billsgate, and Uncle Joe had spoken sombrely of the mysterious Mr."
undergeneration,"The Sud-Scandinavia Sawmill stood a little way back from the narrow street, occupying a whole block, and fronted by a wide stretch of pavement, not a hundred miles from Nicholson's Wharf--a gaunt sooty building from which by night and by day issued the muffled swoosh and clang of a tireless plant.","The Sud-Scandinavia sawmill stood a little way back from the narrow street, occupying a whole block, and fronted by a wide stretch of pavement, not a hundred miles from Ericsson's wharf--a gaunt sooty building from which by night and by day issued the muffled swoosh and clang of a tireless plant."
undergeneration,You air ze second urgent messenger ve 'ave 'ad.,You airze second urgent messenger ve 'ave 'ad.
undergeneration,"CHAPTER XIII INTEREST IN ""H"" Making a closer examination with the aid of her flash, she realised her good fortune, for a heavy circular door hung back against the tiling of the tube tunnel.","Chapter XII Interest in ""H"" making a closer examination with the aid of her flash, she realised her good fortune, for a heavy circular door hung back against the tiling of the tube tunnel."
undergeneration,"Scrutinising the inside of it, she found that it was fitted with a strong iron bolt.","Examining the inside of it, she found that it was fitted with a strong iron bolt."
undergeneration,"At that end of the room, facing the banks of seats, was a daïs hung with black, and in the centre of it stood a huge gilded throne.","At that end of the room, facing the banks of seats, was a das hung with black, and in the centre of it stood a huge gilded throne."
undergeneration,"""Hullo, Susan--what do you want?"" Her eyes dilated, for although the figure and face of the man were the figure and face of the tousled scoundrel who had invited her to play _chemin-de-fer_, the voice was the voice of Joe Blaythwayt.","""Roso, Susan--what do you want?"" Her eyes dilated, for although the figure and face of the man were the figure and face of the Tousled Scoundrel who had invited her to play _chemin-de-fer_, the voice was the voice of Joe Blaythwayt."
undergeneration,He lumbered ponderously off the daïs and came towards her.,He lumbered ponderously off the das and came towards her.
undergeneration,"Surely only one man in the world had eyes of the curious tint, and, taken with the other resemblances in poise of head and general bearing....","Sure only one man in the world had eyes of the curious tint, and, taken with the other resemblances in poise of head and general bearing...."
undergeneration,"Only one man returned with him, as if receiving his final instructions, and now that she had caught an answering ""_Si señor_,"" she gathered that they were speaking in Spanish.","Only one man returned with him, as if receiving his final instructions, and now that she had caught an answering ""_Si Seor_,"" she gathered that they were speaking in Spanish."
undergeneration,"From the Custom House he phoned the nearest Division and rapped out his requirements in terse, staccato sentences.","From the custom house he phoned the nearest division and rapped out his requirements in Teterse, St."
undergeneration,"I've sent a man round to take him, though I doubt if Olaf's still rooted in Finchley.","I've sent a man round to take him, though I doubt if Olaf's still rooted in Finnley."
undergeneration,"The surprised janitor felt a sinewy hand grasp his windpipe caressingly, and a menace he understood equally well glinted before his eyes.","The surprised Jane felt a sinewy hand grasp his windpipe caressingly, and a menace he understood equally well glinted before his eyes."
undergeneration,"Scarcely half a dozen were left, scrambling to get through.","Rarely half a dozen were left, scrambling to get through."
undergeneration,Shortly afterwards one of the Flying Squad's vans arrived with the detachment which had guarded the Bank Station.,Soon afterwards one of the flying squad's vans arrived with the detachment which had guarded the bank station.
undergeneration,"Nevertheless, the prisoners did escape, and by a ruse so simple that it was almost certain to succeed.","Yet, the prisoners did escape, and by a ruse so simple that it was almost certain to succeed."
undergeneration,"As the van containing the prisoners took the bend, its escort being still held up in the wedge of Billingsgate traffic, the lorry seemed to get out of hand, and swerved across the road.","As the van containing the prisoners took the bend, its escort being still held up in the wedge of Billsgate traffic, the lorry seemed to get out of hand, and swerved across the road."
undergeneration,"The rescue party and their friends then reëntered the lorry, which in the meantime had been backed out of the wreckage, and which by reason of its superior weight and the angle of impact had suffered no great damage, and were driven off.","The rescue party and their friends then rentered the lorry, which in the meantime had been backed out of the wreckage, and which by reason of its superior weight and the angle of impact had suffered no great damage, and were driven off."
undergeneration,"""Birdie tried to get this put in the _Era_ agony column.","""Vie tried to get this put in the _era_ agony column."
undergeneration,"Groan in it ping, correct, a a a, ping, a a a.","Groan in it ping, correct, a a a, ping, a a."
undergeneration,"Groan in it ping, for instance, is _dash-dot-dot-dot_.","Groan in it ping, for instance, is _dash-dot-dot_."
undergeneration,_Allay: dot-dash--contemptibly: dot-dash-dot-dot_--and so forth.,_allay: Dot-dash--contemptibly: Dot-dash-dot_--and so forth.
undergeneration,"Its comparative brevity lent it a force which had been lacking in its predecessor--a force which gained much from the incidents which had come between the two, and which was emphasised by the account of the Battle of Billingsgate and the subsequent escape of the thirteen prisoners, a scoop that occupied the place of honour next to the manifesto itself.","Its comparative brevity lent it a force which had been lacking in its predecessor--a force which gained much from the incidents which had come between the two, and which was emphasised by the account of the battle of Billsgate and the subsequent escape of the thirteen prisoners, a scoop that occupied the place of honour next to the manifesto itself."
undergeneration,"Shortly afterwards, Inspector Teal himself entered, and promptly buttonholed the ex-convict.","Soon afterwards, Inspector Teal himself entered, and promptly buttonholed the ex-convict."
undergeneration,"""All right, Jimmy,"" he said wearily.","""All right, Jim,"" he said wearily."
undergeneration,"""All clear, then, Jimmy.","""All clear, then, Jim."
undergeneration,"""Has this been touched, Topham?"" ""No, sir."" ""Not a hand been laid on it?"" Topham appealed to his colleagues, and the reply was a fairly confident negative.","""Has this been touched, Doug?"" ""No, Sir."" ""Not a hand been laid on it?"" Topham appealed to his colleagues, and the reply was a fairly confident negative."
undergeneration,"They're all very new; in this weather the brass would tarnish quickly, and these marks are perfectly bright."" ""Would a key be likely to leave those inside scratches?"" The man shook his head.","They're all very new; in this weather the brass would tarnish quickly, and these marks are perfectly bright."" ""Will a key be likely to leave those inside scratches?"" The man shook his head."
undergeneration,"""Because, if so, can't you get a detective or some other imbecile to play with you?"" ""No--you'll do.","""But, if so, can't you get a detective or some other imbecile to play with you?"" ""No--you'll do."
undergeneration,"""Listen here,"" he said.","""Like here,"" he said."
undergeneration,"""Burglary and assault at the house of Oscar Raegenssen on the fourteenth instant.","""Bolary and assault at the house of Oscar Raegenssen on the fourteenth instant."
undergeneration,"In the City and Continental office, Joe Blaythwayt was inclined to be taciturn about his client's business until the importance of his coöperation was pointed out to him, and duly signed authorisation produced.","In the city and continental office, Joe Wright was inclined to be taciturn about his client's business until the importance of his coöperation was pointed out to him, and duly signed authorisation produced."
undergeneration,"Very well built, small iron-grey moustache----"" ""Beard?"" ""No."" ""Any kind of accent?"" ""None at all.","Very well built, small iron-grey moustache----"" ""Beard?"" ""No."" ""Any kind of accent?"" ""No at all."
undergeneration,"""NCl3,"" he murmured.","""Cl3,"" he murmured."
undergeneration,"""He's going to kill Raegenssen!"" CHAPTER XV ONCE A GENTLEMAN Storm being an unconventional young man, it was not to be expected that the private report on the Battle of Billingsgate which he sent to Sir John Marker would be strictly in accord with conventional ideas on the correct composition of such documents.","""He's going to kill Raegenssen!"" Chapter XV once a gentleman storm being an unconventional young man, it was not to be expected that the private report on the Battle of Billingsgate which he sent to Sir John Mark would be strictly in accord with conventional ideas on the correct composition of such documents."
undergeneration,"One was Miss Hawthorne, secretary to the late Lord Hannassay, who went simply in search of adventure.","One was Miss Hawthorne, secretary to the late Lordannassay, who went simply in search of adventure."
undergeneration,The rescue of the Billingsgate prisoners will add tremendously to the prestige of the Apex.,The rescue of the Billsgate prisoners will add tremendously to the prestige of the Apex.
undergeneration,"""About arf an hour ago,"" said the man.","""Als Arf an hour ago,"" said the man."
undergeneration,"A cop comes out an 'ands a note to the orf'cer, an' walks away, an' then the orf'cer shouts _'Shun!_ an' off they goes."" ""Did you see the constable's face?"" asked Storm, and the chauffeur scratched his head.","A cop comes out an 'ands a note to the orf'cer, an' walks away, an' then the orf'cer shouts _'shun!_ an' off they go."" ""Did you see the constable's face?"" asked Storm, and the chauffeur scratched his head."
undergeneration,"But this Triangle's a shade too snappy for Claud Eustace--they think of things the ordinary crook'd laugh at, and they do 'em, and so far they've got away with them every darned time by sheer nerve."" ""There's a special guard,"" Storm said, ""and you can spend the night here yourself if you like.","But this triangle's a shade too snappy for Claud Eugene--they think of things the ordinary crook'd laugh at, and they do 'em, and so far they've got away with them every darned time by sheer nerve."" ""There's a special guard,"" Storm said, ""and you can spend the night here yourself if you like."
undergeneration,John the prænomen of Prester must have been gifted with second sight.,John the prnomen of prester must have been gifted with second sight.
overgeneration,"""Absurd be catlicked!"" Storm said.","""Absorbd be catlicked!"" Storm said."
overgeneration,"""Very little,"" he confessed.","""Everything little,"" he confessed."
overgeneration,"I've had rather a trying day."" ""Poor kid!"" He knelt down beside her and laid an arm about her shoulders.","I've had rather a trying day."" ""Ppoor kid!"" he knelt down beside her and laid an arm about her shoulders."
overgeneration,"_Joan!_"" His voice was tense with agony.","_____Joan!_"" His voice was tense with agony."
overgeneration,"He watched Susan let herself in, and then hurried after the Swede.","He watched Susan let herself in, and then hurried after the Swedish."
overgeneration,"""Still, we'll send a peg round to the Home Office Analyst in the morning to make sure."" He sat down on the table, forearms resting on his knees, the cigarette that he was never without pointed optimistically skywards between his compressed lips.","""It's still, we'll send a peg round to the home office analyst in the morning to make sure."" He sat down on the table, forearms resting on his knees, the cigarette that he was never without pointed optimistically skywards between his compressed lips."
overgeneration,"""Rotten bad shooting, comrade,"" he remarked mildly.","""Rounden bad shooting, comrade,"" he remarked mildly."
overgeneration,"He's got a job as manager----"" ""Of the City and Continental Bank, Lombard Street, which same firm is honoured with the account of Olaf the Seabird.","He's got a job as manager----"" ""of the city and continental bank, Columbia Street, which same firm is honoured with the account of Alfred the Seabird."
overgeneration,Yew weren't injured any.,Youw weren't injured any.
overgeneration,"""Lord Hannassay leaves for a holiday the day after to-morrow,"" she added.","""Letter Hannassay leaves for a holiday the day after to-morrow,"" she added."
overgeneration,The Swede nodded.,The Swedish nodded.
overgeneration,"""Ant I shall nod bay!"" Blaythwayt watched the departure of the huge Viking figure in its ill-fitting clothes thoughtfully.","""An Ant I shall nod Bay!"" Wrightwayt watched the departure of the huge viking figure in its ill-fitting clothes thoughtfully."
overgeneration,"Crag-like jaw outthrust, he stared truculently into space.","Crang-like jaw outthrust, he stared truculently into space."
overgeneration,"It was rumoured that the Swede was a gigantic speculator in foreign exchanges, and certainly large sums of exotic currencies passed through the Scandinavia House offices and between London and the firm's correspondents in Marseilles, Lisbon, Amsterdam and Genoa.","It was rumoured that the Swedish was a gigantic speculator in foreign exchanges, and certainly large sums of exotic currencies passed through the scandinavia house offices and between London and the firm's correspondents in marseilles, Lisbon, Amsterdam and Genoa."
overgeneration,He picked the Swede up in his arms and carried him to the pavement.,He picked the Swedish up in his arms and carried him to the pavement.
overgeneration,"""Hope you have a good holiday."" Lord Hannassay did not ring for the butler, but himself escorted his guest to the door and opened it.","""Hooray you have a good holiday."" Lord Hannassay did not ring for the butler, but himself escorted his guest to the door and opened it."
overgeneration,"But look at these, who generally stay at home: eleven killers from Germany; sixteen ditto from Paris, Toulon and Marseilles; twenty-seven synthetic American gunmen.","But look at these, who generally stay at home: eleven killers from Germany; sixteen ditto from Paris, Toulouse and Marseilles; twenty-seven synthetic American gunmen."
overgeneration,"""Put through all the calls you like,"" he said languidly.","""Plug through all the calls you like,"" he said languidly."
overgeneration,"""Ter day afder to-morrow,"" he said, ""I shall a cheque traw vor fifty tousand bounds.","""Territorial day afder to-morrow,"" he said, ""I shall a cheque traw vor fifty Tousand bounds."
overgeneration,"I thought I'd take the liberty of warning you."" The Swede nodded.","I thought I'd take the liberty of warning you."" The Swedish nodded."
overgeneration,"Often he sent them away for the night, with some such instructions as he gave them now.","Sometimes he sent them away for the night, with some such instructions as he gave them now."
overgeneration,"""Damn these police....","""Disgust these police...."
overgeneration,"""Jerusalem!"" he breathed.","""Jourusalem!"" he breathed."
overgeneration,"Behind him were the two constables, holding him back, and one of them was clutching the Swede's wrist to prevent him firing the second round he was wrestling and straining to loose off.","Behind him were the two constables, holding him back, and one of them was clutching the Swedish's wrist to prevent him firing the second round he was wrestling and straining to loose off."
overgeneration,"""Siegfried, my Pelican, you seem annoyed!"" His hand went to his pocket, and whipped into view again immediately with a vision of snarling death.","""Siegelfried, my Pelican, you seem annoyed!"" His hand went to his pocket, and whipped into view again immediately with a vision of snarling death."
overgeneration,"He sprang to the banisters, and went whirling down, as the Swede fired again.","He sprang to the banisters, and went whirling down, as the Swedish fired again."
overgeneration,"His opponent was heavy and strong above the average, but he was no match for the giant Swede.","His opponent was heavy and strong above the average, but he was no match for the giant Swedish."
overgeneration,"""Lucky you found me,"" he remarked.","""Glucky you found me,"" he remarked."
overgeneration,"""Old chap,"" she said, ""that would have been unpardonable.","""Alter chap,"" she said, ""that would have been unpardonable."
overgeneration,"""Fat men didn't ought----"" Over a steaming cup he surveyed the cheery, comfortable room.","""Full men didn't ought----"" Over a steaming cup he surveyed the cheery, comfortable room."
overgeneration,"Besides, you can recognise a Hirondel's tracks--they've got a very wide wheel-base, and you can only fit Veloris tires."" ""Bit off your beat, wasn't it?"" ""No."" The detective rummaged in his pocket and produced something that was familiar to Storm without a closer inspection.","Besides, you can recognise a hirondel's tracks--they've got a very wide wheel-base, and you can only fit Veloris tires."" ""Bitting off your beat, wasn't it?"" ""No."" The detective rummaged in his pocket and produced something that was familiar to Storm without a closer inspection."
overgeneration,"He and Raegenssen had a fight, but the Swede stopped one in the tummy."" ""Do you think I'm the Triangle?"" asked Storm directly.","He and Raegenssen had a fight, but the Swedish stopped one in the tummy."" ""Do you think I'm the Triangle?"" asked Storm directly."
overgeneration,"""Two constables who had heard the shot, however, had already arrived, and had entered the building by way of the window which the burglar had left open in his flight.","""The two constables who had heard the shot, however, had already arrived, and had entered the building by way of the window which the burglar had left open in his flight."
overgeneration,"""About two and a half hours later, when Mr.","""Alsewhere two and a half hours later, when Mr."
overgeneration,"""'Flat-footed half-wits...","""'Flush-footed half-wits..."
